-0.594353,0.701403,-0.393419
-0.482013,0.0707702,-0.873301
-0.493753,0.66329,-0.562365
-0.566982,0.393969,-0.723408
-0.605798,0.607372,-0.513914
-0.559135,0.591311,-0.581136
-0.647298,0.538989,-0.538976
0.0365965,-0.964885,0.260111
-0.829962,-0.52988,0.174331
-0.565518,-0.823652,0.0422782
-0.557844,0.641495,-0.526587
-0.514803,0.627002,-0.584676
-0.652079,0.543664,-0.528416
0.089582,-0.913213,0.397513
-0.634953,0.580024,-0.510301
0.546499,-0.585085,0.599178
0.411265,-0.753704,0.512631
-0.659437,-0.491739,-0.568626
-0.627713,0.559413,-0.541326
0.300834,-0.904979,0.300852
-0.393273,-0.64848,-0.651775
-0.573584,0.550849,-0.606273
-0.663664,0.321712,-0.675316
-0.516824,0.646606,-0.561065
-0.586366,0.618038,-0.523645
0.10579,-0.972459,0.20768
-0.570037,0.590126,-0.571671
-0.460889,0.603833,-0.650359
-0.551447,0.605541,-0.573783
-0.468218,0.683442,-0.560071
0.433219,-0.758306,0.487128
0.10139,-0.951483,0.290516
-0.620862,0.321924,-0.71477
-0.547729,0.593412,-0.589792
-0.115879,-0.945402,-0.30461
-0.474846,-0.879975,-0.012871
-0.474489,0.682822,-0.55553
0.13778,0.120622,0.983091
-0.742485,0.0926336,-0.663427
-0.542397,0.634913,-0.550173
-0.532066,0.63045,-0.565188
0.207661,-0.964418,0.163627
-0.555781,0.592437,-0.583203
-0.114486,-0.993391,-0.00816287
0.437846,-0.775325,0.455151
0.258424,-0.822114,0.507293
-0.561388,0.671033,-0.484313
-0.556698,0.673168,-0.486757
-0.660875,0.093344,-0.744668
0.474164,0.405526,0.781483
-0.445762,-0.408252,-0.796634
-0.837841,-0.417529,-0.351699
-0.695068,0.717906,0.0386177
-0.0506356,-0.997316,-0.0528821
-0.316785,0.889323,-0.329774
0.21611,-0.913935,0.34354
-0.517382,0.624406,-0.585178
-0.479934,0.672404,-0.563504
-0.504561,0.658056,-0.55891
-0.492615,0.638957,-0.590817
-0.548182,-0.833141,-0.073295
-0.286161,0.830396,-0.478073
0.566231,-0.758353,0.32293
0.250715,-0.817867,0.517914
-0.29026,0.956913,0.00820619
-0.232618,0.960876,-0.150356
0.457615,-0.457051,0.762688
-0.49864,0.63991,-0.584699
-0.438539,0.729742,-0.524558
-0.540302,0.615156,-0.574158
-0.544749,0.67014,-0.504144
0.206338,-0.881997,0.423681
0.295705,-0.885701,0.3579
-0.149826,-0.884026,-0.442776
0.47285,-0.757286,0.450478
0.636867,-0.469515,0.61152
0.058213,-0.930897,0.360613
0.357329,0.588674,0.725106
0.452701,-0.616453,0.644242
-0.804379,-0.0955826,-0.586378
0.196517,-0.953228,0.229648
0.390072,-0.0604017,0.918801
0.571047,-0.352768,0.741256
-0.452422,0.59709,-0.662419
-0.22309,0.962624,-0.153574
-0.610429,0.790298,0.0529624
-0.131271,-0.991346,-0.000361011
0.421552,-0.628307,0.653853
0.562858,-0.358783,0.744625
